week_start,total_sales,num_products_sold,max_single_product,mean_sales,std_sales,gini_coefficient,week_on_week_change,spike_from_mean,anomaly_flag,anomaly_score
2020-10-26,799,382,20,0.12102393214177522,0.7141207679194522,0.9649472852880703,-21.743388834476008,-20.43813791386607,1,0.10750019897569874
2020-11-02,906,430,18,0.13723114207815815,0.7776288628112428,0.9608791368994478,13.39173967459324,-3.9491121123774184,1,0.15890772623950616
2020-11-09,899,428,36,0.13617085731596487,0.9019985216291665,0.9623535727030506,-0.7726269315673329,-0.8,1,0.1292259434894258
2020-11-16,961,434,55,0.14556195092396243,1.0955775199782936,0.9639132782579996,6.896551724137923,7.82608695652174,1,0.06458667788300892
2020-11-23,921,430,48,0.1395031808542866,0.9946469030836257,0.9629475949281319,-4.162330905306977,-0.08136696501220504,1,0.088621031327702
2020-11-30,1176,470,41,0.17812784004847015,1.2841028432800228,0.9638449593712068,27.6872964169381,18.877937831690677,1,0.046140919235148625
2020-12-07,1274,482,54,0.192971826719176,1.2952404857343787,0.9614179043789118,8.333333333333325,17.636195752539244,1,0.03472328199986452
2020-12-14,1175,500,52,0.17797637079672826,1.1268491856302496,0.9573801620398719,-7.770800627943486,3.3875934887813464,1,0.07861526595283636
2020-12-21,1216,518,29,0.18418661011814602,0.9971956650422649,0.9556812927502033,3.489361702127658,0.4751084486676307,1,0.15821958582227846
2020-12-28,1224,517,23,0.1853983641320812,0.984893655756739,0.9560048648359677,0.6578947368421018,0.14317856412354263,1,0.17568738562607428
2021-01-04,1311,552,21,0.19857618903362617,0.9827065982120523,0.9525355906526719,7.107843137254899,6.455542021924482,1,0.17889784232465838
2021-01-11,1409,583,23,0.21342017570433203,0.9923423643279986,0.9491941599304596,7.475209763539281,9.224806201550388,1,0.17436520053680027
2021-01-18,1433,581,25,0.21705543774613753,1.0863324062693898,0.9509433056827078,1.7033356990773685,6.602194532267064,1,0.14144087572937408
2021-01-25,1621,614,39,0.24553165707361405,1.3053090515371428,0.950921065738029,13.119330076762047,12.296501558711464,1,0.08424346398640592
2021-02-01,1425,580,47,0.21584368373220236,1.1984830303793181,0.952256572968319,-12.091301665638499,-3.192934782608696,1,0.08513049822009627
2021-02-08,1177,540,38,0.17827930930021205,0.9911871364921931,0.9524719859098849,-17.403508771929822,-16.76096181046676,1,0.11600746835338321
2021-02-15,1173,531,20,0.17767343229324448,0.8810988945163293,0.9526665690445403,-0.3398470688190325,-13.046701260192735,1,0.1667117455801017
2021-02-22,1224,561,18,0.1853983641320812,0.9113960120881729,0.9503057104897902,4.347826086956519,-2.0604120824164833,1,0.18850589942482732
2021-03-01,1343,602,21,0.20342320508936687,0.9722558394245308,0.9467837652932627,9.722222222222232,9.253609924750865,1,0.18377728106064445
2021-03-08,1128,527,17,0.17085731596485915,0.798733369684682,0.9511678171884299,-16.008935219657484,-7.313064913722268,1,0.16151588645206477
2021-03-15,1170,584,29,0.17721902453801877,0.8328447153245553,0.9451960944236012,3.7234042553191404,-3.802672147995889,1,0.16707469719398965
2021-03-22,1154,557,22,0.17479551651014844,0.8221931105130942,0.947834199709452,-1.3675213675213627,-3.7330552659019816,1,0.18972485619111246
2021-03-29,1128,558,17,0.17085731596485915,0.7725083287256885,0.94733999583191,-2.253032928942811,-1.48471615720524,1,0.18483786723238005
2021-04-05,1218,568,13,0.1844895486216298,0.8392445555338214,0.9479774004891786,7.978723404255317,4.325481798715203,1,0.174319795369148
2021-04-12,1259,590,19,0.19069978794304757,0.8717927318664733,0.9460818790560734,3.3661740558292186,5.820550535826855,1,0.1909051636777836
2021-04-19,1129,561,16,0.17100878521660104,0.8091593414127743,0.9477712822348436,-10.325655281969814,-4.604985213350233,1,0.17447674803221058
2021-04-26,1204,585,17,0.18236897909724326,0.8253324927276445,0.94533570316455,6.643046944198416,0.12474012474012475,1,0.19172532210573695
2021-05-03,1133,572,19,0.1716146622235686,0.7819894093935533,0.9449642556629848,-5.897009966777411,-4.084656084656085,1,0.18868711253454507
2021-05-10,666,434,8,0.100878521660103,0.467196122654973,0.9523240295733479,-41.2180052956752,-35.52758954501452,-1,-0.04641209595540374
2021-05-17,1338,635,16,0.20266585883065738,0.8984857466911805,0.942213688020435,100.9009009009009,23.289564616447823,1,0.09598362625658041
2021-05-24,1339,649,19,0.20281732808239927,0.8347319312301711,0.9384624208066943,0.07473841554559435,19.66041108132261,1,0.1717751587916611
2021-05-31,1397,648,21,0.21160254468342926,0.9223274706952522,0.9411200961423156,4.331590739357738,17.890295358649787,1,0.18283837198280922
2021-06-07,1296,662,24,0.19630415025749773,0.8338387437860729,0.936698942707223,-7.2297780959198255,-3.4636871508379885,1,0.18936250184893622
2021-06-14,1568,703,30,0.23750378673129355,1.0482666211487364,0.9380712941038275,20.98765432098766,12.0,1,0.14525543913551436
2021-06-21,2461,858,37,0.372765828536807,1.61127782340726,0.9332244633981723,56.951530612244895,46.44451056233264,-1,-0.039814790658957655
2021-06-28,3177,908,61,0.48121781278400483,2.2549973458210384,0.9359688411014604,29.093864282811865,49.47071277346507,-1,-0.12615795935456697
2021-07-05,3195,913,55,0.483944259315359,2.1720009104695746,0.934048107013619,0.56657223796035,22.872800692241128,-1,-0.09236667599931636
2021-07-12,2688,851,79,0.4071493486822175,2.0839661936581333,0.9371164807561922,-15.868544600938971,-6.674767815293811,-1,-0.10308969704162851
2021-07-19,2018,798,41,0.30566495001514693,1.3390054651275667,0.9321305163555267,-24.925595238095234,-27.134861888427515,-1,-0.0002695409328337117
2021-07-26,2299,891,50,0.3482278097546198,1.5801767884740057,0.9265197557675261,13.92467789890981,-9.843137254901961,1,0.011717828813032516
2021-08-02,2229,769,52,0.33762496213268706,1.7053181454456603,0.9413493253332561,-3.0448020878642845,-3.443794671864847,1,0.0024159066594349188
2021-08-09,1810,698,47,0.27415934565283245,1.336774987128519,0.9429784378080642,-18.797667115298346,-13.355672570607947,1,0.04802614591086796
2021-08-16,1789,704,35,0.2709784913662526,1.2615903785027422,0.9419823658972186,-1.1602209944751363,-11.947828226897993,1,0.11111469184336942
2021-08-23,1716,662,31,0.2599212359890942,1.187980452183832,0.9440428802743253,-4.080491894913363,-9.013785790031813,1,0.13471760572856634
2021-08-30,1618,693,22,0.24507724931838837,1.0576092588631654,0.9390127500038382,-5.710955710955712,-6.649358142218375,1,0.1723274699352047
2021-09-06,1450,684,14,0.21963041502574976,0.890925816505212,0.9364132081187518,-10.383189122373304,-11.76023124904914,1,0.1668195505864986
2021-09-13,1414,671,14,0.2141775219630415,0.9018784772634184,0.9380660011731904,-2.4827586206896513,-8.744756373023556,1,0.1836643362380439
2021-09-20,1330,649,17,0.2014541048167222,0.8497186716944475,0.939315723419424,-5.940594059405946,-8.465244322092223,1,0.1909096199690412
2021-09-27,1466,672,19,0.22205392305362012,0.9624418640027654,0.9398660871297424,10.225563909774426,3.604240282685512,1,0.19461794792514264
2021-10-04,1349,662,18,0.20433202059981823,0.8432122110928243,0.9373827909820889,-7.9809004092769475,-2.932182047130779,1,0.20173465623825793
2021-10-11,1180,648,19,0.17873371705543775,0.7163227958170022,0.9348564122838996,-12.527798369162346,-11.36150234741784,1,0.16888847884105046
2021-10-18,1131,643,24,0.17131172372008482,0.7272527741829672,0.9347531801176987,-4.152542372881351,-11.744049941474834,1,0.16422590880012972
2021-10-25,1221,670,17,0.1849439563768555,0.7562478668567677,0.9337089423426896,7.9575596816976235,0.06146281499692685,1,0.18285761454115623
2021-11-01,1319,715,17,0.19978794304756134,0.7836265375734638,0.929100102686736,8.026208026208037,8.761080189651619,1,0.19002067704307274
2021-11-08,1267,706,13,0.19191154195698273,0.7433845058976011,0.9289733540839433,-3.9423805913570864,2.6326447954637504,1,0.17437505708522327
2021-11-15,1316,715,14,0.19933353529233566,0.7662472435777211,0.9291469196494753,3.8674033149171283,2.7522935779816518,1,0.18978569580213644
2021-11-22,1279,724,36,0.1937291729778855,0.835257421107661,0.9280381309333846,-2.8115501519756836,-1.2545840571318279,1,0.15484502956588597
2021-11-29,1372,760,19,0.20781581338988186,0.820587681120714,0.9250127843581281,7.271305707584053,4.852884982804738,1,0.1940026917151801
2021-12-06,1373,779,13,0.20796728264162376,0.7608689210786118,0.9212429392492465,0.07288629737609575,2.846441947565543,1,0.1601932057845935
2021-12-13,1304,733,14,0.1975159042714329,0.7444628972809677,0.9262946439357473,-5.0254916241806225,-2.1021021021021022,1,0.18383433220600537
2021-12-20,1378,773,23,0.20872462890033322,0.7737921875732272,0.9207466268962785,5.674846625766872,1.5662428597751983,1,0.1747238337989388
2021-12-27,1023,634,21,0.15495304453196002,0.6415029121379294,0.9329432444861787,-25.761973875181422,-19.417093343836157,1,0.09993586176063401
2022-01-03,1347,769,30,0.20402908209633444,0.8236554165289219,0.9228247857221732,31.671554252199407,6.65083135391924,1,0.13538349999751176
2022-01-10,1505,808,23,0.22796122387155407,0.8805252421287815,0.9210762670327425,11.729769858945804,14.601180277936418,1,0.1604097546318684
2022-01-17,1262,721,17,0.19115419569827324,0.743273976651499,0.9272117031241073,-16.146179401993354,-1.7325287132567646,1,0.18247309145706297
2022-01-24,1664,877,28,0.2520448348985156,0.9252142563743198,0.9146909517512176,31.854199683042793,15.19556940117688,1,0.08188186039122047
2022-01-31,2027,983,22,0.307028173280824,1.0683825534550617,0.9079804493323771,21.814903846153854,25.549705791266646,1,0.045467109120494786
2022-02-07,2554,1118,19,0.3868524689488034,1.2252691423466537,0.898490099462041,25.9990133201776,36.08631943519382,1,0.008024284487455624
2022-02-14,2819,1158,20,0.4269918206604059,1.3646759920146208,0.8986133390303109,10.375880971025842,24.40423654015887,-1,-0.030135182953735518
2022-02-21,2557,1156,27,0.3873068767040291,1.26712814774466,0.8960660882203838,-9.294075913444487,2.721703324294466,-1,-0.015328130402958995
2022-02-28,2903,1229,32,0.4397152378067252,1.4045668941256557,0.8921917209401049,13.53148220570981,7.190990492015138,-1,-0.09210970142000907
2022-03-07,2393,1081,21,0.3624659194183581,1.1684134454563082,0.9013390818646682,-17.56803306923872,-10.307346326836582,1,0.0002695409328337117
2022-03-14,1830,931,35,0.2771887306876704,1.0043644059034134,0.9106985298377872,-23.526953614709566,-24.403593927501806,1,0.013975680211818498
2022-03-21,1560,839,81,0.23629203271735838,1.260459011632747,0.9193793256122853,-14.754098360655743,-28.160257886253742,-1,-0.031045560349987733
2022-03-28,1618,863,14,0.24507724931838837,0.8421433518273136,0.9148533107358934,3.717948717948727,-12.552357789487905,1,0.09984627860676243
2022-04-04,1774,923,25,0.2687064525901242,0.9300089472087737,0.9105837901602705,9.64153275648949,4.6299026835741675,1,0.08610933697029521
2022-04-11,1691,773,34,0.2561345046955468,1.095491895193413,0.9313312221391973,-4.678692220969561,1.821466205027849,1,0.1405185580131208
2022-04-18,1579,775,32,0.23916994850045442,0.9977516499582234,0.9280191064215864,-6.6232998225901785,-5.193635544881417,1,0.1578883128274905
2022-04-25,1419,702,39,0.21493486822175098,0.9730505448448209,0.934724224555354,-10.13299556681444,-12.177007581618444,1,0.13632771650792624
2022-05-02,852,476,33,0.12905180248409573,0.722529837374636,0.9532489798937013,-39.95771670190275,-38.49485652409312,-1,-0.013302362851259408
2022-05-09,1500,743,17,0.22720387761284458,0.9097424337694426,0.9306642431586388,76.05633802816902,12.149532710280374,1,0.1405754147632462
2022-05-16,1569,771,31,0.23765525598303544,0.9904955770536308,0.9286790278705354,4.600000000000004,17.528089887640448,1,0.14849961605052614
2022-05-23,1381,694,22,0.20917903665555893,0.9076526432321754,0.93506685376757,-11.982154238368391,4.187099207846096,1,0.19261509333067606
2022-05-30,1483,749,12,0.22462890033323235,0.848631265696881,0.928403252615781,7.385952208544544,-0.016854879487611663,1,0.1693888464628962
2022-06-06,1474,775,14,0.2232656770675553,0.8137310472386923,0.9236720339258241,-0.6068779501011479,-0.186219739292365,1,0.17560266367904415
2022-06-13,1414,741,21,0.2141775219630415,0.8636082835263239,0.9279846191223182,-4.070556309362283,-1.6689847009735743,1,0.20459180484442652
2022-06-20,1199,678,16,0.18161163283853377,0.7220264338793386,0.9309081661760444,-15.205091937765204,-13.895870736086177,1,0.15563214960532856
2022-06-27,1545,768,28,0.23401999394122994,0.9584172990073957,0.9287587658540267,28.857381150959128,9.730113636363637,1,0.15355844523537365
2022-07-04,1453,706,20,0.22008482278097546,0.8874912813677373,0.9337305865519072,-5.9546925566343,3.5822491534485827,1,0.20114600866253246
2022-07-11,1411,726,16,0.2137231142078158,0.842320674354247,0.9299796616836038,-2.890571231933925,0.6419400855920114,1,0.2002574297561196
2022-07-18,1474,748,18,0.2232656770675553,0.874048611004095,0.928207479580424,4.464918497519488,0.2209756926738059,1,0.1991271987191524
2022-07-25,1586,763,22,0.24023023326264767,1.0025716705349406,0.9309198977878613,7.598371777476265,7.089804186360567,1,0.18186782468290824
2022-08-01,1634,778,17,0.2475007573462587,0.9568467948919767,0.9279123161743577,3.0264817150063017,7.059787059787059,1,0.17719709298603958
2022-08-08,1541,780,20,0.23341411693426234,0.9418246163211826,0.9276614897143434,-5.691554467564264,-1.1387329591018445,1,0.19195178818713893
2022-08-15,1539,783,19,0.23311117843077855,0.907996248758043,0.9262827004792491,-0.12978585334199044,-2.2857142857142856,1,0.18818496093503856
2022-08-22,1575,816,15,0.23856407149348682,0.8704321406100664,0.9209569971581483,2.3391812865497075,0.17490857051995548,1,0.16429936355972563
2022-08-29,1944,899,22,0.2944562253862466,1.0839323883383536,0.9189028639531854,23.42857142857142,17.836035762994392,1,0.07943455795900034
2022-09-05,1687,840,13,0.2555286276885792,0.905296171521449,0.9200261205896365,-13.220164609053498,0.04447739065974796,1,0.12449765982782973
2022-09-12,1593,833,26,0.24129051802484094,0.9702922660056894,0.9208346383650221,-5.572021339656197,-6.280335343432858,1,0.14148027927133122
2022-09-19,1416,748,32,0.2144804604665253,0.8877540234646979,0.9277513063153264,-11.111111111111116,-14.698795180722893,1,0.14666794118014237
2022-09-26,1409,746,14,0.21342017570433203,0.7881383714017337,0.926122888111201,-0.4943502824858781,-7.6822276822276825,1,0.17867870875773184
2022-10-03,1525,794,23,0.230990608906392,0.8978031496905475,0.9245614592696699,8.232789212207248,2.641763419148578,1,0.1815399694829824
2022-10-10,1547,783,24,0.23432293244471372,0.8884539749545197,0.9250072503542931,1.442622950819672,4.934712565711378,1,0.17647655355156594
2022-10-17,1308,739,15,0.1981217812784005,0.7582157903145382,0.9257008579551929,-15.449256625727214,-9.62169632060805,1,0.16588847910136995
2022-10-24,1420,744,13,0.21508633747349287,0.809781270044884,0.9276631921184788,8.562691131498479,-2.0689655172413794,1,0.18053475926992996
2022-10-31,1538,778,13,0.23295970917903666,0.8622525545631773,0.9256561730712488,8.309859154929566,5.8317564080509205,1,0.17094026191803813
2022-11-07,1389,755,12,0.2103907906694941,0.7833642997232564,0.9254576083474061,-9.68790637191157,-1.750663129973475,1,0.1538040393359042
2022-11-14,1438,749,13,0.21781278400484702,0.8282968232585732,0.92761728965682,3.5277177825773887,-0.5704407951598963,1,0.18733004311958534
2022-11-21,1299,689,18,0.1967585580127234,0.7870919933272902,0.9326258005190766,-9.666203059805289,-8.26271186440678,1,0.18901378252980594
2022-11-28,1551,790,22,0.23492880945168132,0.8824764270090732,0.9244070774715905,19.39953810623556,9.28307204509424,1,0.17278409628103647
2022-12-05,1444,752,14,0.2187215995152984,0.8186737041635009,0.9265934271575557,-6.898774983881362,0.7676203768318213,1,0.18793053675854804
2022-12-12,1428,729,20,0.21629809148742804,0.8570908972471404,0.9296616253287138,-1.1080332409972304,-0.17476406850751486,1,0.20545295949191617
2022-12-19,1121,647,24,0.16979703120266587,0.6919645630558287,0.9326456368072714,-21.498599439775912,-19.11976911976912,1,0.12322740602336646
2022-12-26,1324,768,14,0.20054528930627083,0.7051736050107343,0.9196187917055255,18.10883140053523,-0.39495956366372015,1,0.14397439706827353
